,name,brewery,style,abv,ibu,rating,raters,date
196,Lunch Box Brown,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6% ABV,25 IBU,(4.11),125 Ratings,Added 07/11/14
197,En Barrique,https://untappd.com/3SonsBrewingCo,American Wild Ale,6.5% ABV,N/A IBU,(4.16),117 Ratings,Added 03/07/16
198,Sxxxy Columbiana,https://untappd.com/3SonsBrewingCo,Barleywine - American,10.5% ABV,N/A IBU,(4.35),125 Ratings,Added 07/14/18
199,A1A IPA,https://untappd.com/3SonsBrewingCo,IPA - American,7% ABV,65 IBU,(3.7),109 Ratings,Added 10/19/14
200,Cacophony Brown,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.2% ABV,N/A IBU,(4.18),90 Ratings,Added 05/21/15
201,Maple Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12% ABV,N/A IBU,(4.61),95 Ratings,Added 09/18/16
202,PB Kiss,https://untappd.com/3SonsBrewingCo,Stout - Other,7.8% ABV,30 IBU,(4.03),89 Ratings,Added 02/01/14
203,Ode To Ron,https://untappd.com/3SonsBrewingCo,Scotch Ale / Wee Heavy,11% ABV,N/A IBU,(3.94),74 Ratings,Added 03/12/15
204,Endless Fields,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4.5% ABV,N/A IBU,(4.02),86 Ratings,Added 07/12/15
205,Barrel Aged Always Cordial,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.26),86 Ratings,Added 08/16/15
206,Hypnotize Minds,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,7 IBU,(4.27),72 Ratings,Added 08/20/16
207,Raspberry Daze,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,6.8% ABV,N/A IBU,(4.41),83 Ratings,Added 07/14/18
208,BeerZ are Gewd Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.92),41 Ratings,Added 08/07/16
209,Get the Sensation,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,12.8% ABV,N/A IBU,(4.44),76 Ratings,Added 11/18/17
210,BA PB King,https://untappd.com/3SonsBrewingCo,Stout - American,12% ABV,N/A IBU,(4.52),69 Ratings,Added 10/16/16
211,Berry Box,https://untappd.com/3SonsBrewingCo,Belgian Strong Golden Ale,8% ABV,N/A IBU,(3.92),63 Ratings,Added 09/08/14
212,Bourbon Barrel Aged Irish Winter,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.51),57 Ratings,Added 08/16/15
213,Wee Coffee,https://untappd.com/3SonsBrewingCo,Scotch Ale / Wee Heavy,11% ABV,N/A IBU,(4),55 Ratings,Added 03/12/15
214,Aprikose,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,N/A IBU,(4.16),53 Ratings,Added 08/09/15
215,Montage IPA,https://untappd.com/3SonsBrewingCo,IPA - American,7% ABV,54 IBU,(4.11),52 Ratings,Added 07/07/15
216,Always Cordial,https://untappd.com/3SonsBrewingCo,Stout - American,5.5% ABV,N/A IBU,(4.07),52 Ratings,Added 06/03/14
217,Apple Brandy Vanilla Face,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,13.5% ABV,N/A IBU,(4.2),51 Ratings,Added 07/16/17
218,Goserita,https://untappd.com/3SonsBrewingCo,Sour - Gose,4.5% ABV,12 IBU,(3.75),41 Ratings,Added 05/09/14
219,Citraliscious,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,10.1% ABV,N/A IBU,(4.24),51 Ratings,Added 12/16/17
220,Break of Dawn,https://untappd.com/3SonsBrewingCo,Stout - Imperial Oatmeal,13% ABV,N/A IBU,(4.35),42 Ratings,Added 06/03/14
221,#35,https://untappd.com/3SonsBrewingCo,Stout - Imperial Oatmeal,9.5% ABV,N/A IBU,(4.52),42 Ratings,Added 10/26/14
222,Cookies & Cream,https://untappd.com/3SonsBrewingCo,Stout - American,5.8% ABV,20 IBU,(3.89),42 Ratings,Added 08/29/14
223,Passion-it,https://untappd.com/3SonsBrewingCo,Belgian Strong Golden Ale,8.1% ABV,18 IBU,(4.13),31 Ratings,Added 04/23/14
224,Coffee Vanilla Big Sexxxy,https://untappd.com/3SonsBrewingCo,Barleywine - Other,N/A ABV,N/A IBU,(4.67),41 Ratings,Added 07/01/18
225,Red River Pale Ale,https://untappd.com/3SonsBrewingCo,Pale Ale - American,6.8% ABV,45 IBU,(3.23),30 Ratings,Added 12/03/13
226,Damn Skippy,https://untappd.com/3SonsBrewingCo,Stout - American,5.5% ABV,N/A IBU,(4.19),25 Ratings,Added 06/03/14
227,Ramses' No. 1,https://untappd.com/3SonsBrewingCo,Brown Ale - Imperial / Double,9% ABV,N/A IBU,(4.16),27 Ratings,Added 03/03/16
228,Passion Fruit Guava Imperial Florida Weiss,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,8% ABV,N/A IBU,(4.69),21 Ratings,Added 01/29/17
229,La Cubana Mojito Berliner,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.06),25 Ratings,Added 10/20/14
230,Breakfast Club,https://untappd.com/3SonsBrewingCo,Stout - Other,6.5% ABV,N/A IBU,(3.85),27 Ratings,Added 02/01/15
231,Vanilla Face,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,13.5% ABV,55 IBU,(4.75),26 Ratings,Added 08/08/16
232,Irish Autumn,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.2% ABV,N/A IBU,(4.14),25 Ratings,Added 09/18/16
233,Vermont Breakfast,https://untappd.com/3SonsBrewingCo,Brown Ale - Other,6.2% ABV,N/A IBU,(4.14),25 Ratings,Added 09/18/16
234,Currant Situation,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,N/A IBU,(4.32),24 Ratings,Added 09/18/16
235,Premier Cuvee,https://untappd.com/3SonsBrewingCo,Sour - Ale,6.5% ABV,N/A IBU,(3.96),23 Ratings,Added 12/20/15
236,Sippin Swine,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.5% ABV,28 IBU,(3.51),22 Ratings,Added 02/01/14
237,Bienvenido,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,3.8% ABV,3 IBU,(3.96),25 Ratings,Added 07/12/15
238,Spoiler Alert,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,13% ABV,N/A IBU,(N/A),9 Ratings,Added 10/17/15
239,How Many Licks,https://untappd.com/3SonsBrewingCo,Porter - Other,6.3% ABV,N/A IBU,(3.51),21 Ratings,Added 07/12/15
240,Gose Little Somethin Like This,https://untappd.com/3SonsBrewingCo,Sour - Gose,4% ABV,N/A IBU,(4.1),20 Ratings,Added 11/26/15
241,Cherry Clan,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,7 IBU,(3.96),20 Ratings,Added 09/12/16
242,Lacto Goserita,https://untappd.com/3SonsBrewingCo,Sour - Gose,4% ABV,N/A IBU,(3.83),16 Ratings,Added 08/22/14
243,Island Timez,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.2),24 Ratings,Added 02/24/18
244,BA Base Nectar,https://untappd.com/3SonsBrewingCo,Stout - Other,13% ABV,N/A IBU,(4.55),26 Ratings,Added 09/22/18
245,Red Land IPA,https://untappd.com/3SonsBrewingCo,IPA - American,7.2% ABV,N/A IBU,(4.04),18 Ratings,Added 04/27/14
246,SPF 15,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.2% ABV,25 IBU,(3.81),18 Ratings,Added 07/08/14
247,Rye 75,https://untappd.com/3SonsBrewingCo,Rye Beer,6.5% ABV,55 IBU,(3.98),15 Ratings,Added 11/30/15
248,Imperial Double Scoop,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,9% ABV,N/A IBU,(4.22),16 Ratings,Added 01/30/16
249,No Worries,https://untappd.com/3SonsBrewingCo,Brown Ale - American,6.5% ABV,N/A IBU,(3.77),13 Ratings,Added 02/01/14
250,Camp Time S'mores Stout,https://untappd.com/3SonsBrewingCo,Stout - American,6.4% ABV,N/A IBU,(3.5),16 Ratings,Added 10/21/15
251,Grandioso,https://untappd.com/3SonsBrewingCo,Brown Ale - Other,6.4% ABV,22 IBU,(4.13),15 Ratings,Added 08/20/16
252,Berry Berry Vanilla Float,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.71),23 Ratings,Added 04/21/18
253,Summation (Batch 5),https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,9.5% ABV,N/A IBU,(4.8),14 Ratings,Added 04/27/15
254,Hawaiin Dreamz,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(4.37),13 Ratings,Added 04/17/17
255,Railroaded,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,8.8% ABV,N/A IBU,(3.73),13 Ratings,Added 01/31/16
256,Hoppy Weekend,https://untappd.com/3SonsBrewingCo,Pale Wheat Ale - American,5% ABV,N/A IBU,(3.78),15 Ratings,Added 08/24/14
257,Alice,https://untappd.com/3SonsBrewingCo,Saison / Farmhouse Ale,5.5% ABV,N/A IBU,(4.38),15 Ratings,Added 08/29/15
258,Brewers Beard,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,8% ABV,N/A IBU,(4.48),12 Ratings,Added 08/27/16
259,Wild Red,https://untappd.com/3SonsBrewingCo,American Wild Ale,6% ABV,N/A IBU,(3.96),11 Ratings,Added 06/19/16
260,Pineapple Delight,https://untappd.com/3SonsBrewingCo,Red Ale - Imperial / Double,7.5% ABV,N/A IBU,(4.14),11 Ratings,Added 04/27/14
261,Cherry's Cordial,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(N/A),7 Ratings,Added 02/19/17
262,Hop Hex,https://untappd.com/3SonsBrewingCo,IPA - American,7.9% ABV,65 IBU,(N/A),9 Ratings,Added 02/02/14
263,Cedar Fever,https://untappd.com/3SonsBrewingCo,IPA - American,N/A ABV,N/A IBU,(4.09),11 Ratings,Added 08/27/16
264,Rustic Life,https://untappd.com/3SonsBrewingCo,Saison / Farmhouse Ale,6% ABV,28 IBU,(N/A),7 Ratings,Added 05/21/15
265,Grapefruit Slam,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,9% ABV,N/A IBU,(N/A),8 Ratings,Added 07/10/15
266,BA Whiskey Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,13% ABV,N/A IBU,(4.9),13 Ratings,Added 12/08/18
267,Double Barrel Geisha Summation,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,11.5% ABV,N/A IBU,(N/A),6 Ratings,Added 02/04/17
268,Old 41,https://untappd.com/3SonsBrewingCo,Pale Ale - American,6.5% ABV,50 IBU,(N/A),5 Ratings,Added 06/11/15
269,Montage IPA 3.0,https://untappd.com/3SonsBrewingCo,IPA - American,6.2% ABV,55 IBU,(N/A),7 Ratings,Added 09/21/15
270,Vanilla Spice Spice Baby,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,10.5% ABV,N/A IBU,(N/A),6 Ratings,Added 04/02/17
271,Coconut Coffee Stout,https://untappd.com/3SonsBrewingCo,Stout - American,7% ABV,N/A IBU,(N/A),6 Ratings,Added 11/03/13
272,Tropical Blonde Ale,https://untappd.com/3SonsBrewingCo,Blonde Ale,4.8% ABV,N/A IBU,(N/A),4 Ratings,Added 04/27/14
273,Tongue Twister,https://untappd.com/3SonsBrewingCo,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(N/A),5 Ratings,Added 08/31/14
274,BCBS S’mores,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,14.2% ABV,N/A IBU,(N/A),6 Ratings,Added 07/19/18
275,Double Hop Hex,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,9% ABV,70 IBU,(N/A),3 Ratings,Added 02/01/14
276,Typical Morning,https://untappd.com/3SonsBrewingCo,Brown Ale - American,7.07% ABV,N/A IBU,(N/A),5 Ratings,Added 11/02/14
277,Strawberry Blonde,https://untappd.com/3SonsBrewingCo,Blonde Ale,4.5% ABV,N/A IBU,(N/A),4 Ratings,Added 06/07/15
278,Cuvee De Tres,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(N/A),4 Ratings,Added 08/16/15
279,Imperial Clan,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,7.8% ABV,N/A IBU,(N/A),4 Ratings,Added 12/18/16
280,DDH Galactic Space Monster,https://untappd.com/3SonsBrewingCo,IPA - American,N/A ABV,N/A IBU,(N/A),5 Ratings,Added 02/28/17
281,Bliss,https://untappd.com/3SonsBrewingCo,Stout - Other,6.5% ABV,28 IBU,(N/A),2 Ratings,Added 02/01/14
282,Apple Jacks,https://untappd.com/3SonsBrewingCo,Brown Ale - American,N/A ABV,N/A IBU,(N/A),3 Ratings,Added 05/18/16
283,McPherson,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,10% ABV,N/A IBU,(N/A),5 Ratings,Added 09/18/16
284,PB Chocolate Summation,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,N/A ABV,N/A IBU,(N/A),4 Ratings,Added 12/18/16
285,Double Chocolate Bourbon Barrel-aged Imperial Stout,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,12% ABV,N/A IBU,(N/A),4 Ratings,Added 01/29/17
286,Summation (Batch 1),https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,10% ABV,N/A IBU,(N/A),8 Ratings,Added 09/24/17
287,Dubbel Date,https://untappd.com/3SonsBrewingCo,Belgian Dubbel,7.2% ABV,N/A IBU,(N/A),3 Ratings,Added 04/27/14
288,Barrel Aged Dubbel Date,https://untappd.com/3SonsBrewingCo,Belgian Dubbel,7.5% ABV,N/A IBU,(N/A),1 Rating,Added 05/07/14
289,Pb Kid,https://untappd.com/3SonsBrewingCo,Brown Ale - Belgian,5.6% ABV,150 IBU,(N/A),2 Ratings,Added 04/29/17
290,BA Stout,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,N/A ABV,N/A IBU,(N/A),5 Ratings,Added 03/08/18
291,Pretty Please,https://untappd.com/3SonsBrewingCo,Sour - Gose,N/A ABV,N/A IBU,(N/A),1 Rating,Added 09/21/15
292,Montage On Simcoe,https://untappd.com/3SonsBrewingCo,IPA - American,7.5% ABV,N/A IBU,(N/A),1 Rating,Added 03/28/16
293,Denali On Dubs,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,10% ABV,N/A IBU,(N/A),1 Rating,Added 07/21/16
294,Rubina,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,4% ABV,7 IBU,(N/A),1 Rating,Added 09/12/16
295,Bachmanity Insanity,https://untappd.com/3SonsBrewingCo,IPA - Imperial / Double,10% ABV,75 IBU,(N/A),0 Rating,Added 06/16/16
296,Ocean Park Pilsner,https://untappd.com/3SonsBrewingCo,Pilsner - Other,4.8% ABV,N/A IBU,(N/A),3 Ratings,Added 07/15/18
297,Carlito’s Mangose,https://untappd.com/3SonsBrewingCo,Sour - Gose,4.2% ABV,N/A IBU,(N/A),0 Rating,Added 05/17/18
298,Merci (Blend #3),https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.42),"3,143 Ratings",Added 06/13/17
299,Fuzzy (Blend #3),https://untappd.com/SideProject,American Wild Ale,8% ABV,N/A IBU,(4.62),"2,951 Ratings",Added 02/27/18
300,Blended 2017,https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.56),"2,733 Ratings",Added 04/19/17
301,Foedre Beer,https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.17),"2,532 Ratings",Added 01/21/15
302,Amis Pour Toujours (Blend #1),https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.42),"2,594 Ratings",Added 09/07/17
303,Jammy (Blend #1),https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.55),"2,197 Ratings",Added 01/14/17
304,Tête De Cuvée (Blend #1),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.73),"1,691 Ratings",Added 02/02/16
305,La Bière de Fantaisie (Blend #1),https://untappd.com/SideProject,Saison / Farmhouse Ale,7% ABV,N/A IBU,(4.26),"1,848 Ratings",Added 01/08/15
306,SpontanFermier,https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.31),"2,086 Ratings",Added 08/08/17
307,Saison Du Fermier From Pinot Noir Puncheons (Blend# 1),https://untappd.com/SideProject,Saison / Farmhouse Ale,7% ABV,N/A IBU,(4.63),"1,633 Ratings",Added 07/13/16
308,Saison du Blé (Blend #6),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.33),"1,827 Ratings",Added 12/08/16
309,Blackberry Bière du Pays,https://untappd.com/SideProject,Saison / Farmhouse Ale,4% ABV,N/A IBU,(4.28),"1,785 Ratings",Added 03/23/17
310,Raspberry Bière du Pays,https://untappd.com/SideProject,Saison / Farmhouse Ale,5% ABV,N/A IBU,(4.26),"1,808 Ratings",Added 05/19/18
311,Marietta Ave. (Blend #1),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.02),"1,654 Ratings",Added 08/28/15
312,Saison du Blé (Blend #7),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.34),"1,682 Ratings",Added 05/19/17
313,Raspe,https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.49),"1,647 Ratings",Added 07/12/13
314,Thicket,https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.54),"1,372 Ratings",Added 01/21/15
315,Marietta Ave. (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4),"1,493 Ratings",Added 05/26/16
316,Rosé Du Blé (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.29),"1,434 Ratings",Added 11/18/17
317,Derivation (Blend #10),https://untappd.com/SideProject,Stout - Russian Imperial,14% ABV,N/A IBU,(4.64),"1,380 Ratings",Added 07/21/18
318,Abricot du Fermier (Blend #3),https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.5),"1,415 Ratings",Added 04/06/18
319,Bretta Sang,https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.24),"1,368 Ratings",Added 12/15/15
320,Tête De Cuvée (Vintage 2015),https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.66),"1,239 Ratings",Added 07/01/17
321,Smooth,https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.64),"1,354 Ratings",Added 01/10/16
322,Foedre Fermier (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.29),"1,436 Ratings",Added 12/10/17
323,Bière Blanche (Blend #1),https://untappd.com/SideProject,Witbier,5% ABV,N/A IBU,(4.32),"1,305 Ratings",Added 12/02/16
324,La Fosse (Blend #2),https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.48),"1,316 Ratings",Added 02/24/17
325,Saison du Fermier (Blend #4),https://untappd.com/SideProject,Saison / Farmhouse Ale,7% ABV,N/A IBU,(4.44),"1,223 Ratings",Added 07/29/17
326,Apple Brandy Derivation,https://untappd.com/SideProject,Stout - American Imperial / Double,15% ABV,N/A IBU,(4.32),"1,279 Ratings",Added 06/03/17
327,Burk,https://untappd.com/SideProject,Sour - Flanders Oud Bruin,6% ABV,N/A IBU,(4.07),"1,235 Ratings",Added 02/26/18
328,Saison de Rouge,https://untappd.com/SideProject,Saison / Farmhouse Ale,7% ABV,N/A IBU,(4.09),955 Ratings,Added 01/08/14
329,Grisette (Blend #5),https://untappd.com/SideProject,Grisette,4% ABV,N/A IBU,(4.12),"1,207 Ratings",Added 04/25/18
330,Noir Du Fermier (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,7% ABV,N/A IBU,(4.22),"1,185 Ratings",Added 02/25/18
331,Copains (Blend #1),https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.22),"1,174 Ratings",Added 05/08/18
332,Blueberry Flanders (Blend #2),https://untappd.com/SideProject,Sour - Flanders Red Ale,7% ABV,N/A IBU,(4.39),"1,101 Ratings",Added 07/06/18
333,Lattice,https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.02),968 Ratings,Added 12/12/14
334,Pitter Patter,https://untappd.com/SideProject,American Wild Ale,8% ABV,N/A IBU,(4.43),"1,021 Ratings",Added 02/20/18
335,Black & Wild (Blend #2),https://untappd.com/SideProject,American Wild Ale,10% ABV,N/A IBU,(4.56),896 Ratings,Added 07/13/15
336,Kriek du Fermier,https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.68),895 Ratings,Added 08/21/16
337,Bookends,https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.25),974 Ratings,Added 07/13/18
338,Saison du Blé (Blend #5),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.42),937 Ratings,Added 11/16/16
339,The Scribe,https://untappd.com/SideProject,Sour - Ale,13% ABV,N/A IBU,(4.71),846 Ratings,Added 11/29/15
340,Derivation (Blend #8),https://untappd.com/SideProject,Stout - American Imperial / Double,15% ABV,N/A IBU,(4.8),836 Ratings,Added 11/24/17
341,Pulling Nails (Blend #8),https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.73),896 Ratings,Added 04/07/18
342,Punchdown Pinot Noir,https://untappd.com/SideProject,American Wild Ale,9% ABV,N/A IBU,(4.37),955 Ratings,Added 08/02/18
343,Oude du Blé (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.47),863 Ratings,Added 12/12/16
344,La Fosse (Blend #3),https://untappd.com/SideProject,American Wild Ale,7% ABV,N/A IBU,(4.48),925 Ratings,Added 07/17/18
345,Le Saisonnier (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,5% ABV,N/A IBU,(4.18),873 Ratings,Added 10/21/16
346,Merci (Blend #4),https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.38),889 Ratings,Added 09/09/18
347,Provence : Cup of Love,https://untappd.com/SideProject,Saison / Farmhouse Ale,5% ABV,N/A IBU,(4.25),831 Ratings,Added 05/24/17
348,Pêche Du Fermier (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.51),853 Ratings,Added 08/17/18
349,Derivation (Blend #9),https://untappd.com/SideProject,Stout - Imperial / Double,15% ABV,N/A IBU,(4.86),767 Ratings,Added 07/19/18
350,Derivation (Blend #7),https://untappd.com/SideProject,Stout - American Imperial / Double,15% ABV,N/A IBU,(4.78),737 Ratings,Added 03/26/17
351,Marietta Ave. (Blend #3),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(3.92),819 Ratings,Added 03/17/18
352,Provence : Lapsang,https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.23),815 Ratings,Added 02/10/18
353,Längst,https://untappd.com/SideProject,Adambier,10% ABV,N/A IBU,(4.5),706 Ratings,Added 11/08/16
354,3 Candles,https://untappd.com/SideProject,Stout - Imperial / Double,15% ABV,N/A IBU,(4.79),718 Ratings,Added 11/12/16
355,Styrbjørn,https://untappd.com/SideProject,Belgian Quad,14% ABV,N/A IBU,(4.16),729 Ratings,Added 07/15/17
356,Cassis du Fermier,https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.56),728 Ratings,Added 07/29/17
357,La Bière De Fantaisie (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.26),720 Ratings,Added 09/14/16
358,Balaton (Blend #2),https://untappd.com/SideProject,American Wild Ale,5% ABV,N/A IBU,(4.43),774 Ratings,Added 09/29/18
359,Blanc De Blancs (Blend #2),https://untappd.com/SideProject,Bière de Champagne / Bière Brut,10% ABV,N/A IBU,(4.31),749 Ratings,Added 08/31/18
360,Open Spaces,https://untappd.com/SideProject,Sour - Flanders Red Ale,7% ABV,N/A IBU,(4.45),647 Ratings,Added 02/24/17
361,Bleuet Du Fermier (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.48),671 Ratings,Added 01/21/18
362,Unlabeled (Blend #3),https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.56),649 Ratings,Added 07/12/16
363,Framboise Du Fermier (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,8% ABV,N/A IBU,(4.62),595 Ratings,Added 07/31/18
364,35 Years,https://untappd.com/SideProject,American Wild Ale,6% ABV,N/A IBU,(4.51),633 Ratings,Added 12/08/17
365,Oude du Blé (Vintage 2016),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.46),614 Ratings,Added 01/27/18
366,Anabasis (Blend #3),https://untappd.com/SideProject,Barleywine - English,14% ABV,N/A IBU,(4.71),581 Ratings,Added 11/07/18
367,La Ruche (Blend #2),https://untappd.com/SideProject,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.18),573 Ratings,Added 08/23/18
